0.1,0.0733548851515621
0.5,0.1153307100177834
10.0,0.16183870352896523
1.0,0.1431164803557246
1.5,0.19974264016538748
20.0,0.15917221516894023
2.0,0.18375813547066405
2.5,0.12262236729561413
30.0,0.1935962133976708
3.0,0.16699281685732367
3.5,0.2049185341288233
40.0,0.2259592297514559
4.0,0.1663834968941661
4.5,0.17472268316269537
50.0,0.20015446606075465
5.0,0.20022266034553363
5.5,0.1755784130956362
6.0,0.11014826335857936
6.5,0.1539485528981965
7.0,0.1415066297058575
7.5,0.08380510138422809
8.0,0.26738029949159103
8.5,0.1585030166991071
9.0,0.18144991473463432
9.5,0.1789089144471605
1.0,0.1431164803557246
1.0,0.1431164803557246
1.0,0.1431164803557246
0.1,0.0733548851515621
0.5,0.1153307100177834
10.0,0.16183870352896523
